,TARGET,성별,차량 소유 여부,부동산 소유 여부,수입 유형,최종 학력,결혼 여부,주거 형태,휴대전화 소유 여부,이메일 소유 여부,직업,가족 구성원 수,산업군,나이,가입연수,도시구분,월간 수입
2338,0,2,1,0,2,0,0,3,1,0,1,2,5,3,1,3,1
2339,1,1,0,1,2,0,4,0,1,0,5,3,24,1,1,3,1
2340,0,1,1,0,2,0,1,3,1,0,17,1,16,1,2,1,3
2341,1,2,0,1,3,1,0,3,1,0,1,2,5,2,0,0,3
2342,0,1,1,1,3,0,0,3,1,0,1,3,5,3,3,3,0
2343,0,2,1,1,3,0,4,3,1,0,1,2,5,3,2,0,2
2344,0,2,0,1,1,0,0,3,1,1,13,4,23,0,0,0,0
2345,0,2,0,1,3,0,4,3,1,1,1,2,5,4,1,3,3
2346,0,1,0,0,1,0,1,3,1,0,10,1,5,1,1,0,3
2347,0,2,0,1,0,0,4,3,1,0,17,3,30,0,1,0,0
2348,0,2,0,1,3,1,1,3,1,0,1,1,5,4,1,0,1
2349,0,2,0,1,1,0,2,3,1,1,4,1,10,3,2,1,2
2350,0,1,0,1,2,0,0,3,1,0,1,4,16,1,0,0,3
2351,0,2,1,1,0,1,4,3,1,0,17,3,26,1,1,1,1
2352,0,2,0,0,1,0,0,3,1,0,5,3,5,1,1,1,1
2353,0,2,0,1,2,0,1,3,1,0,17,2,19,3,0,1,1
2354,0,2,0,0,0,1,1,3,1,0,1,1,26,1,1,0,3
2355,0,2,0,0,1,0,0,3,1,0,10,2,24,2,1,0,2
2356,0,1,1,0,1,0,0,3,1,0,5,2,17,3,2,1,3
2357,0,2,0,1,3,0,0,3,1,1,1,2,5,3,0,1,0
2358,1,2,0,1,1,0,0,3,1,0,5,4,17,1,1,1,0
2359,0,2,0,0,0,1,0,3,1,1,9,2,26,2,1,1,1
2360,0,1,0,1,1,0,4,3,1,0,1,2,24,2,1,3,2
2361,0,2,1,1,1,1,1,3,1,0,17,1,30,4,1,3,1
2362,1,2,0,1,3,0,3,3,1,0,1,1,5,4,1,1,1
2363,0,2,0,1,1,0,0,3,1,0,10,3,24,0,0,1,0
2364,0,1,0,1,1,1,0,3,1,0,4,4,24,1,1,0,1
2365,0,2,0,1,0,1,3,3,1,0,17,1,30,3,2,3,1
2366,0,1,1,1,1,1,0,3,1,0,5,2,16,3,0,1,3
2367,0,1,0,1,1,2,0,3,1,1,12,2,0,2,2,0,3
2368,0,1,1,0,3,0,0,3,1,0,1,2,5,2,2,3,1
2369,0,2,0,1,1,0,0,3,1,0,10,3,24,0,0,3,0
2370,0,1,1,1,1,1,0,3,1,0,5,5,16,1,0,1,3
2371,0,2,0,1,3,0,1,3,1,0,1,1,5,3,1,1,1
2372,0,2,0,1,1,0,0,3,1,0,5,2,16,3,2,0,2
2373,0,2,0,1,1,1,0,3,1,0,18,2,5,3,0,0,2
2374,1,2,0,1,1,0,0,3,1,0,15,2,17,0,2,0,0
2375,0,2,0,0,1,1,0,3,1,0,14,2,23,2,1,0,3
2376,0,1,1,1,1,1,4,3,1,0,3,2,0,2,1,0,3
2377,0,2,0,1,3,1,0,3,1,0,1,2,5,3,2,0,3
2378,0,2,1,0,2,1,0,3,1,0,18,2,16,0,1,0,3
2379,0,2,0,0,3,0,0,3,1,0,1,2,5,3,2,0,3
2380,0,2,0,0,1,1,4,3,1,0,17,3,22,0,1,3,0
2381,0,1,1,0,1,0,0,3,1,0,1,3,5,1,1,0,2
2382,0,2,0,1,2,1,0,3,1,0,3,2,16,1,1,0,3
2383,0,1,1,1,0,2,0,3,1,0,3,3,3,0,0,0,2
2384,0,2,0,1,3,0,4,3,1,0,1,2,5,3,0,0,0
2385,0,1,0,0,1,0,1,3,1,0,3,1,0,1,1,0,1
2386,0,2,1,1,1,0,0,3,1,0,1,2,16,4,1,1,1
2387,0,2,0,0,1,0,4,3,1,0,5,5,16,1,1,3,3
2388,0,2,0,1,3,0,3,3,1,0,1,1,5,3,2,0,2
2389,0,1,0,1,1,0,0,3,1,0,12,4,24,1,0,1,3
2390,1,2,0,0,1,0,0,3,1,0,5,2,5,1,1,3,1
2391,0,1,0,1,1,1,0,3,1,0,17,3,24,2,1,0,3
2392,0,2,0,0,3,0,0,3,1,0,1,2,5,4,1,1,0
2393,0,2,1,0,0,0,0,3,1,0,17,2,21,1,1,2,2
2394,0,2,0,1,3,0,4,3,1,0,1,2,5,3,2,1,0
2395,0,1,0,1,1,0,0,3,1,0,5,3,16,2,2,1,0
2396,0,2,0,1,0,1,0,3,1,0,17,2,26,0,1,0,2
2397,0,2,0,1,1,1,0,3,1,0,16,2,26,1,2,0,2
2398,0,2,0,0,1,0,1,3,1,0,5,1,16,3,1,1,2
2399,0,1,0,1,1,0,0,3,1,0,5,3,17,0,1,1,1
2400,0,1,1,1,2,1,1,3,1,0,1,1,0,3,1,3,2
2401,0,2,0,1,1,0,0,3,1,0,5,3,16,1,1,0,0
2402,0,2,0,0,3,0,0,3,1,1,1,2,5,3,1,1,2
2403,0,2,1,1,1,0,0,3,1,0,17,3,21,1,1,0,0
2404,1,1,0,1,1,0,4,3,1,1,5,2,24,1,1,1,0
2405,0,2,0,0,0,1,0,3,1,0,17,2,30,0,0,3,2
2406,0,2,0,1,1,0,0,3,1,0,3,2,16,3,2,0,2
2407,0,2,0,0,0,0,4,3,1,0,5,3,23,3,2,3,1
2408,0,1,1,1,2,1,0,3,1,0,1,2,16,0,1,0,3
2409,0,1,1,0,1,0,1,0,1,0,5,1,16,0,1,1,1
2410,0,2,0,0,1,0,4,3,1,0,1,2,0,1,0,0,3
2411,0,1,1,0,1,0,0,3,1,0,3,3,16,3,2,0,2
2412,0,2,0,0,1,0,4,3,1,0,16,3,16,2,2,3,0
2413,0,1,1,1,2,0,0,3,1,0,5,2,16,2,0,1,3
2414,0,2,0,0,3,0,4,3,1,0,1,2,5,4,2,0,1
2415,0,2,0,1,0,0,3,3,1,0,5,1,28,4,2,0,2
2416,0,2,1,1,2,1,0,3,1,0,18,3,16,1,0,3,1
2417,0,2,1,1,3,0,0,3,1,0,1,2,5,3,1,0,3
2418,0,1,0,0,1,0,2,3,1,0,5,1,0,2,2,1,2
2419,1,1,1,0,1,0,0,1,1,0,12,4,16,0,1,0,2
2420,0,2,1,0,1,0,0,3,1,0,3,2,16,3,2,0,1
2421,0,1,1,1,1,0,0,3,1,0,12,2,16,3,0,3,3
2422,0,1,1,0,1,0,0,3,1,0,1,2,16,2,1,0,1
2423,0,1,1,1,2,1,0,3,1,0,12,3,5,0,1,0,1
2424,1,2,0,1,2,1,0,3,1,1,5,2,5,3,0,3,1
2425,0,2,0,1,1,0,0,3,1,0,16,2,21,3,0,1,0
2426,0,2,0,0,2,0,4,3,1,0,1,4,16,2,1,3,3
2427,0,2,1,1,1,0,0,3,1,0,16,3,21,2,2,3,1
2428,0,2,0,1,3,1,3,3,1,0,1,1,5,4,0,1,2
2429,0,2,1,1,2,1,4,3,1,0,3,2,16,3,0,3,3
2430,1,1,1,0,1,0,0,3,1,0,1,3,16,1,1,0,1
2431,0,2,0,1,3,1,0,3,1,0,1,2,5,3,2,1,0
2432,0,2,0,0,1,0,0,3,1,0,10,2,24,1,0,0,0
2433,0,1,1,1,1,0,0,3,1,0,10,3,16,1,1,0,2
2434,0,2,0,0,3,0,0,3,1,0,1,2,5,4,2,1,1
2435,0,2,0,1,1,0,1,3,1,1,5,1,16,3,2,0,1
2436,0,2,1,1,2,0,0,3,1,0,18,2,20,3,0,1,2
2437,1,2,0,1,1,0,0,3,1,0,17,2,24,0,0,1,1
2438,0,1,0,0,1,1,0,3,1,0,5,2,17,0,1,0,3
2439,0,1,1,1,1,0,0,3,1,0,0,2,16,2,1,0,1
2440,0,2,0,1,2,0,0,3,1,0,2,2,18,1,0,0,3
2441,0,2,0,1,1,0,1,3,1,0,17,2,30,0,1,0,2
2442,0,2,0,1,3,1,4,0,1,0,1,2,5,3,2,1,0
2443,0,2,1,0,1,1,0,3,1,0,1,3,21,2,1,0,1
2444,0,2,0,1,1,0,0,3,1,0,10,3,24,1,1,0,1
2445,1,2,0,1,1,0,0,3,1,0,5,2,16,2,1,0,3
2446,0,2,0,1,1,1,0,3,1,0,18,2,16,1,1,1,2
2447,1,2,0,1,3,0,0,3,1,0,1,2,5,3,2,1,0
2448,0,2,0,1,3,0,0,3,1,1,1,2,5,4,1,0,0
2449,1,2,0,1,3,0,0,3,1,0,1,2,5,4,0,0,0
2450,0,2,1,1,1,2,0,3,1,0,5,4,4,1,0,3,1
2451,0,2,1,1,2,1,0,3,1,0,3,2,16,3,1,0,3
2452,0,2,1,0,0,1,0,0,1,0,13,3,23,1,0,0,3
2453,0,2,0,0,1,0,0,3,1,0,10,2,24,2,0,1,0
2454,0,2,0,0,0,0,0,0,1,0,13,3,23,2,1,0,0
2455,0,2,1,1,2,1,0,3,1,0,1,3,24,1,2,0,3
2456,0,2,1,1,0,0,2,0,1,0,17,1,30,2,0,3,1
2457,0,1,0,1,2,0,0,3,1,0,5,2,17,3,1,0,1
2458,0,2,1,1,3,0,0,3,1,0,1,2,5,3,1,1,2
2459,0,2,1,1,1,0,4,3,1,0,16,2,24,1,1,3,1
2460,0,2,0,1,1,1,1,3,1,0,17,1,16,1,0,1,1
2461,0,2,0,1,1,1,0,3,1,0,3,3,30,2,0,3,2
2462,0,2,0,0,1,0,0,3,1,0,10,3,16,0,0,0,3
2463,0,1,1,1,1,0,0,3,1,0,7,2,24,3,1,3,1
2464,0,2,0,1,3,0,3,3,1,0,1,1,5,4,2,0,1
2465,1,1,0,0,1,0,0,3,1,0,17,2,24,2,0,1,3
2466,0,1,0,1,2,0,1,3,1,0,5,1,16,0,1,0,3
2467,0,2,0,1,1,1,0,3,1,1,4,2,5,0,1,3,2
2468,0,2,0,0,3,0,1,3,1,0,1,1,5,3,1,0,1
2469,0,2,0,1,1,0,0,3,1,0,10,2,24,2,2,1,0
2470,0,2,1,1,2,0,0,3,1,0,3,2,24,2,1,0,1
2471,0,2,1,1,1,1,3,3,1,0,17,1,5,3,1,0,3
2472,0,2,0,1,3,0,0,3,1,0,1,2,5,3,1,0,1
2473,0,2,0,1,2,0,0,3,1,0,16,2,30,2,0,0,3
2474,0,1,0,1,1,0,0,1,1,1,17,3,4,2,0,0,3
2475,0,2,1,1,3,1,0,3,1,1,1,2,5,3,2,3,2
2476,0,2,0,1,2,0,0,3,1,0,10,2,10,3,1,1,1
2477,0,2,0,1,2,0,1,3,1,0,1,1,5,4,1,0,0
2478,0,2,1,1,3,1,1,3,1,0,1,1,5,3,1,3,3
2479,1,1,0,0,1,1,0,3,1,0,7,2,13,3,1,0,1
2480,0,2,0,1,1,0,0,3,1,0,18,2,5,1,1,1,0
2481,0,2,0,1,3,0,0,3,1,0,1,2,5,4,2,1,2
2482,0,2,1,1,2,1,0,3,1,0,10,2,5,3,1,0,2
2483,1,2,0,1,2,0,1,3,1,1,10,2,24,0,1,0,1
2484,0,1,0,0,1,1,0,0,1,0,1,2,20,1,2,0,3
2485,1,2,0,1,3,0,3,3,1,0,1,1,5,4,2,1,0
2486,1,2,0,1,3,0,0,3,1,0,1,2,5,4,1,0,1
2487,0,2,1,1,1,1,0,3,1,0,5,3,17,0,1,3,3
2488,1,2,0,1,3,0,4,3,1,0,1,3,5,3,0,1,1
2489,0,1,1,1,1,0,0,1,1,0,3,3,10,0,1,0,1
2490,0,1,1,0,1,0,2,3,1,0,5,1,16,1,1,0,1
2491,0,1,1,1,1,0,0,3,1,0,1,2,6,3,2,3,2
2492,0,1,0,1,2,2,1,3,1,0,4,1,26,0,1,0,2
2493,0,2,0,1,1,0,3,3,1,0,13,1,23,4,1,3,0
2494,1,2,1,0,1,0,0,3,1,0,10,2,16,0,1,3,1
2495,0,2,0,1,3,0,1,3,1,0,1,1,5,3,2,1,0
2496,0,2,0,1,1,0,0,3,1,0,1,2,30,4,1,3,1
2497,0,2,1,1,2,1,2,3,1,0,3,3,0,1,0,0,2
2498,0,1,1,1,1,0,0,3,1,0,12,3,16,0,1,0,1
2499,0,2,1,1,1,1,2,2,1,0,1,2,0,1,1,0,3
2500,0,1,0,1,2,1,0,3,1,0,1,2,17,1,0,0,2
2501,0,2,1,1,1,1,0,3,1,0,13,5,5,1,0,3,0
2502,0,2,0,0,2,1,0,3,1,0,17,2,22,0,0,3,2
2503,0,2,0,0,2,1,0,3,1,0,17,2,22,0,0,0,1
2504,0,2,0,1,1,0,1,3,1,0,17,1,30,0,0,1,3
2505,0,1,0,1,3,0,0,3,1,0,1,2,5,4,1,0,0
2506,0,2,0,1,2,1,0,3,1,0,1,3,16,1,1,0,3
2507,0,2,1,1,2,1,0,3,1,0,17,2,22,1,1,3,3
2508,0,2,0,0,3,0,3,3,1,0,1,1,5,3,1,3,3
2509,1,2,0,0,1,0,2,3,1,0,5,1,17,3,2,1,2
2510,0,2,0,1,3,0,0,3,1,0,1,2,5,3,1,1,1
2511,1,1,1,1,1,0,0,3,1,0,5,3,16,1,1,3,3
2512,0,2,1,0,3,0,0,2,1,0,1,2,5,4,2,0,3
2513,1,2,0,1,1,0,1,3,1,0,10,1,24,2,1,1,1
2514,0,1,1,1,2,0,0,3,1,0,5,2,16,2,1,0,3
2515,0,2,0,1,1,0,0,3,1,0,5,2,5,2,1,3,2
2516,0,2,1,0,1,1,4,3,1,0,1,2,17,2,1,0,2
2517,0,1,1,1,3,0,0,3,1,0,1,2,5,3,0,0,1
2518,0,1,0,1,3,1,3,3,1,0,1,1,5,3,2,0,1
2519,0,2,0,1,1,0,0,3,1,1,1,3,26,1,0,0,0
2520,0,2,0,0,1,0,0,3,1,0,5,2,16,1,1,1,0
2521,0,2,0,1,1,1,1,3,1,0,1,2,21,0,2,1,1
2522,0,2,0,1,1,0,0,3,1,0,18,2,16,1,1,1,2
2523,0,2,0,1,1,0,0,3,1,0,10,2,16,0,1,0,1
2524,0,2,0,1,2,0,0,3,1,1,5,3,16,2,1,1,3
2525,0,1,1,1,2,0,0,3,1,0,12,2,16,0,0,0,3
2526,0,2,0,1,1,1,3,3,1,0,3,1,16,4,2,0,3
2527,0,1,1,1,2,0,0,3,1,1,5,2,29,0,0,0,3
2528,0,2,0,1,3,0,3,3,1,0,1,1,5,3,1,3,1
2529,0,2,0,1,2,0,0,3,1,0,6,2,16,2,2,3,1
2530,0,2,0,0,3,0,1,3,1,0,1,1,5,4,3,3,0
2531,0,2,0,0,1,0,0,3,1,0,10,3,24,2,2,1,0
2532,1,2,0,1,0,1,0,3,1,0,17,2,21,1,0,0,1
2533,0,2,0,0,2,1,4,3,1,0,3,2,22,0,1,3,1
2534,0,2,0,1,3,0,0,3,1,0,1,2,5,3,1,1,0
2535,1,2,0,1,1,3,2,3,1,0,17,1,6,1,1,3,0
2536,0,2,0,1,1,1,1,1,1,0,17,1,5,0,0,0,2
2537,0,2,0,0,2,0,0,0,1,0,1,3,16,1,1,1,0
2538,0,2,0,1,2,0,1,3,1,0,5,1,10,0,1,1,2
2539,0,1,0,1,1,0,0,3,1,0,5,2,16,3,1,0,1
2540,0,1,0,0,3,0,0,3,1,0,1,2,5,2,1,0,1
2541,0,1,1,1,1,0,0,3,1,0,1,2,0,2,1,0,3
2542,1,2,0,1,1,1,3,3,1,0,17,1,14,3,2,0,2
2543,0,2,1,1,0,0,0,3,1,0,13,2,23,2,1,0,1
2544,0,2,0,1,1,0,1,3,1,0,1,2,16,1,1,0,2
2545,0,1,0,1,2,0,0,3,1,0,5,2,16,1,2,0,2
2546,0,2,1,1,2,0,0,3,1,0,5,2,16,2,1,1,3
2547,0,2,0,1,0,0,0,3,1,0,5,2,6,3,1,1,0
2548,0,1,0,0,0,1,1,2,1,0,5,1,10,0,1,1,2
2549,0,1,0,1,1,0,0,3,1,0,5,2,24,1,1,0,1
2550,1,1,0,1,1,0,1,3,1,0,17,1,1,0,2,0,3
2551,0,1,0,1,3,2,0,3,1,0,1,2,5,4,2,1,0
2552,0,1,0,1,3,0,0,3,1,0,1,2,5,3,2,0,0
2553,0,1,1,0,2,2,0,0,1,0,12,4,16,2,2,0,2
2554,0,2,1,0,3,1,2,3,1,0,1,1,5,4,1,3,1
2555,0,2,1,0,1,0,0,3,1,0,1,2,16,0,1,3,1
2556,0,1,1,0,3,1,0,3,1,0,1,2,5,4,1,0,2
2557,0,1,1,1,2,1,0,3,1,0,5,3,16,1,1,1,2
2558,0,1,0,0,1,0,0,3,1,0,5,3,24,1,2,1,1
2559,0,1,1,1,1,0,0,3,1,0,5,2,5,2,0,3,2
2560,0,2,1,0,2,0,1,3,1,0,10,1,10,0,1,0,0
2561,0,2,1,0,3,0,3,0,1,0,1,1,5,4,2,0,1
2562,1,2,0,1,1,0,0,3,1,0,10,2,24,0,0,1,0
2563,0,2,1,1,3,0,0,3,1,1,1,2,5,3,2,0,1
2564,0,2,0,1,3,0,0,3,1,0,1,2,5,3,1,0,1
2565,0,2,0,1,3,0,2,3,1,0,1,1,5,3,1,3,0
2566,0,1,0,1,1,0,0,3,1,0,7,2,6,3,2,3,0
2567,0,2,0,1,1,1,0,3,1,0,1,3,16,1,1,0,2
2568,0,2,0,0,2,0,0,3,1,0,17,2,21,0,1,0,0
2569,0,1,1,0,2,1,0,3,1,0,1,3,16,0,1,3,1
2570,0,2,0,1,3,0,1,3,1,0,1,1,5,3,2,3,1
2571,0,2,0,1,2,0,0,3,1,0,1,2,17,2,1,0,3
2572,0,2,0,1,1,0,0,3,1,0,1,4,16,1,1,3,0
2573,0,1,0,0,2,0,1,3,1,0,10,1,10,0,1,3,2
2574,0,2,0,1,1,0,0,3,1,1,6,2,5,2,0,3,1
2575,0,1,0,1,2,1,0,3,1,0,3,2,16,3,1,1,2
2576,0,2,0,1,3,0,0,3,1,0,1,2,5,3,1,0,2
2577,0,1,0,1,1,2,4,3,1,0,10,2,24,0,1,0,2
2578,0,1,1,0,1,0,0,3,1,0,5,2,17,0,0,0,3
2579,0,2,1,1,2,1,1,3,1,0,1,3,16,2,2,3,1
2580,0,2,0,1,1,0,1,3,1,0,5,1,16,3,2,0,1
2581,0,2,0,1,3,0,0,3,1,0,1,2,5,4,1,0,1
2582,0,2,0,1,3,0,0,3,1,0,1,2,5,3,0,0,1
2583,0,1,0,1,1,0,0,3,1,0,5,2,23,2,1,1,0
2584,0,2,1,1,2,0,2,3,1,0,1,2,16,0,2,1,3
2585,0,2,0,1,3,0,0,3,1,0,1,2,5,3,1,0,1
2586,0,1,1,1,0,1,0,3,1,0,12,2,1,1,1,3,2
2587,0,2,0,0,2,0,0,3,1,0,16,3,16,2,1,1,1
2588,0,1,0,0,2,0,0,3,1,0,5,2,16,2,2,1,2
2589,0,2,0,1,2,0,0,3,1,0,13,3,23,2,1,0,3
2590,0,1,1,0,2,1,0,3,1,0,3,4,24,1,1,0,3
2591,0,2,0,1,1,0,0,3,1,1,10,2,10,2,0,0,2
2592,0,2,0,0,1,0,0,3,1,0,3,4,19,2,2,1,0
2593,0,2,0,1,2,0,0,3,1,0,10,2,24,2,2,1,0
2594,0,2,0,0,0,2,1,3,1,0,17,1,30,0,0,3,2
2595,0,2,0,1,0,0,0,3,1,0,16,2,23,2,1,3,1
2596,0,1,1,1,1,1,0,3,1,0,17,2,26,3,2,3,1
2597,0,2,0,1,3,1,3,3,1,0,1,1,5,4,2,0,1
2598,0,2,0,0,1,0,0,3,1,0,10,3,10,2,1,0,0
2599,0,2,0,1,1,0,4,3,1,0,10,4,24,1,1,1,0
2600,0,2,0,1,1,0,0,3,1,0,10,2,16,2,0,1,1
2601,0,2,0,1,3,0,3,3,1,0,1,1,5,3,2,0,1
2602,0,2,0,1,1,0,0,3,1,0,10,2,24,3,1,1,0
2603,0,2,0,1,1,0,3,3,1,0,6,1,10,3,2,1,2
2604,0,2,0,0,2,2,1,3,1,0,17,1,5,0,1,0,1
2605,0,2,0,1,1,0,0,3,1,0,5,4,16,1,2,0,1
2606,1,2,0,1,2,0,0,3,1,0,10,4,10,1,1,3,3
2607,0,1,1,0,1,0,0,3,1,0,3,2,10,0,0,1,2
2608,0,2,1,0,2,0,0,3,1,0,13,3,23,2,1,0,1
2609,0,1,1,1,1,0,0,3,1,1,5,2,24,2,1,3,2
2610,0,1,1,1,2,1,4,3,1,0,17,2,10,0,1,0,3
2611,0,1,1,1,1,0,0,3,1,0,12,2,16,3,2,1,0
2612,0,1,1,0,2,1,0,3,1,0,1,2,5,2,1,3,2
2613,0,1,1,0,2,1,0,3,1,1,1,2,16,0,0,0,3
2614,1,2,0,1,2,1,0,3,1,0,3,2,24,3,0,3,3
2615,0,1,1,1,2,1,0,3,1,1,3,3,16,2,1,0,3
2616,0,1,1,0,1,2,0,3,1,0,12,2,1,2,2,3,3
2617,0,1,1,1,1,0,0,3,1,0,17,2,13,2,2,1,1
2618,0,2,0,0,3,0,0,3,1,0,1,2,5,3,1,1,1
2619,0,1,0,1,2,0,1,3,1,0,1,1,16,0,1,3,2
2620,0,2,0,1,1,1,0,3,1,0,1,2,5,1,0,0,1
2621,0,2,0,1,0,0,0,3,1,0,16,2,30,3,1,0,2
2622,0,2,0,0,0,0,0,3,1,0,13,2,23,0,1,0,2
2623,0,1,0,1,2,0,0,3,1,0,10,2,16,1,1,3,3
2624,0,2,0,0,3,1,3,3,1,0,1,1,5,4,1,0,1
2625,0,2,0,0,1,0,0,3,1,0,3,2,16,3,1,0,2
2626,0,2,1,0,2,1,1,3,1,0,3,1,24,2,1,0,2
2627,0,2,0,1,1,0,2,3,1,0,5,1,16,2,2,0,0
2628,0,2,0,1,3,0,3,3,1,0,1,1,5,4,2,1,0
2629,0,2,0,1,1,0,2,3,1,0,1,1,30,3,2,3,3
2630,0,1,0,0,1,1,1,3,1,0,4,1,17,0,2,3,0
2631,1,2,0,1,2,0,1,3,1,1,10,1,24,0,0,3,1
2632,0,2,0,1,1,1,0,3,1,0,1,3,5,3,1,0,2
2633,0,2,0,1,3,0,0,3,1,0,1,2,5,4,2,0,0
2634,0,2,0,0,1,1,0,3,1,1,18,4,16,1,0,3,2
2635,0,2,0,1,1,2,1,3,1,0,17,1,24,0,1,0,3
2636,0,1,1,0,1,0,0,3,1,0,1,2,16,2,2,1,0
2637,0,1,0,1,2,0,0,3,1,0,12,2,16,2,1,1,0
2638,0,1,0,1,1,0,0,2,1,0,5,2,24,3,1,0,1
2639,0,2,1,1,2,0,0,3,1,0,10,3,12,2,2,0,0
2640,0,2,0,1,3,0,0,3,1,0,1,2,5,3,0,3,2
2641,0,1,1,1,2,0,4,3,1,0,15,2,24,1,0,0,2
2642,0,2,0,1,1,0,0,3,1,0,10,2,24,2,1,1,1
2643,0,1,0,1,1,2,0,3,1,1,1,2,15,1,1,3,3
2644,0,2,0,1,3,0,2,3,1,0,1,1,5,3,2,1,1
2645,0,1,1,0,1,0,0,3,1,0,5,2,16,2,1,0,2
2646,0,2,0,1,3,0,0,3,1,0,1,2,5,4,2,1,1
2647,1,2,0,1,1,0,1,3,1,0,16,1,16,2,0,0,0
2648,0,2,0,1,3,0,0,3,1,0,1,2,5,4,1,0,1
2649,0,2,1,1,1,0,0,3,1,0,1,2,20,3,2,0,2
2650,0,2,1,0,1,0,0,3,1,0,1,2,20,3,1,0,3
2651,0,1,0,1,1,0,1,3,1,0,5,1,0,0,1,3,2
2652,0,2,1,0,2,1,0,3,1,0,10,3,16,1,0,0,2
2653,0,2,0,1,1,0,2,3,1,0,7,3,13,0,0,1,0
2654,0,2,0,1,2,1,1,3,1,0,4,1,17,4,2,0,3
2655,0,1,1,1,2,0,0,3,1,0,1,2,8,3,2,0,2
2656,1,1,1,1,1,0,0,3,1,0,12,3,16,1,1,3,2
2657,0,1,0,1,3,1,4,3,1,0,1,2,5,2,0,1,3
2658,0,1,0,1,1,0,1,3,1,0,1,3,16,3,1,1,1
2659,1,2,0,1,1,0,0,3,1,0,1,2,16,3,2,2,1
2660,0,1,1,0,0,1,0,0,1,0,17,4,4,2,1,0,3
2661,0,1,1,1,1,0,0,3,1,0,17,3,30,1,1,3,2
2662,0,2,0,1,3,0,0,3,1,0,1,2,5,4,2,0,1
2663,0,1,1,0,1,1,0,3,1,0,4,2,16,4,0,1,3
2664,0,2,1,1,1,0,1,3,1,0,10,2,16,2,2,1,2
2665,0,2,1,0,0,0,0,3,1,0,17,3,4,2,0,3,3
2666,0,2,0,1,1,0,0,3,1,1,5,2,5,2,1,0,2
2667,0,1,1,1,1,0,1,3,1,0,5,1,23,3,1,1,2
2668,0,1,0,0,1,0,0,3,1,0,5,2,16,1,0,0,3
2669,0,2,0,1,2,1,0,3,1,0,1,2,16,1,1,1,3
2670,0,2,0,0,1,0,4,0,1,0,5,2,16,2,1,0,2
2671,0,2,0,1,1,0,0,3,1,0,10,2,24,1,0,0,0
2672,0,1,0,0,3,0,2,3,1,0,1,1,5,3,2,1,3
2673,1,1,0,1,1,0,1,3,1,0,17,1,11,1,0,1,2
2674,0,2,0,1,1,0,0,3,1,0,16,2,26,1,2,0,1
2675,0,2,0,1,1,0,0,3,1,0,13,2,26,2,2,1,2
2676,0,2,0,1,1,0,1,3,1,0,17,1,19,1,1,3,0
2677,0,2,0,0,1,0,1,3,1,0,4,1,28,1,2,1,0
2678,0,2,0,1,3,0,0,3,1,0,1,2,5,3,1,0,1
2679,0,2,0,1,1,0,0,3,1,0,10,2,24,2,2,3,2
2680,0,2,0,1,3,0,1,3,1,0,1,1,5,3,2,0,1
2681,0,2,1,0,2,0,0,3,1,0,16,3,16,1,1,0,2
2682,0,2,0,1,2,0,0,3,1,0,6,4,26,0,1,0,1
2683,0,2,0,1,2,0,0,3,1,1,16,5,16,2,1,0,1
2684,0,2,0,1,0,1,0,3,1,1,16,3,23,2,1,0,3
2685,0,2,0,1,3,1,0,3,1,0,1,2,5,4,0,3,2
2686,0,1,1,0,1,0,0,3,1,0,5,5,16,1,1,0,3
2687,0,2,0,1,3,0,0,3,1,0,1,2,5,3,2,0,2
2688,0,2,0,0,3,0,0,3,1,0,1,2,5,4,2,3,2
2689,0,2,0,1,1,0,0,3,1,0,18,2,23,0,0,0,0
2690,0,2,0,0,1,0,4,3,1,0,16,2,16,0,1,3,1
2691,0,1,1,1,1,1,0,3,1,0,17,2,3,1,0,3,3
2692,0,1,0,1,1,0,0,3,1,0,7,2,13,2,1,3,2
2693,0,2,0,1,2,2,0,3,1,0,1,4,18,1,0,0,2
2694,0,2,1,1,1,1,0,3,1,1,3,3,16,1,0,0,3
2695,0,2,0,1,2,0,0,3,1,0,1,2,16,0,0,1,1
2696,0,1,1,0,1,0,0,3,1,0,7,2,16,1,0,3,0
2697,0,1,1,1,1,0,0,3,1,0,5,5,16,1,1,1,3
2698,1,1,0,1,1,0,0,3,1,0,5,2,16,2,1,0,2
2699,1,2,0,1,2,0,0,3,1,0,1,3,16,2,1,3,1
2700,0,2,0,1,1,0,0,3,1,0,17,2,23,3,0,0,1
2701,0,1,1,1,3,0,4,3,1,0,1,2,5,3,2,3,2
2702,0,1,1,1,1,0,0,3,1,0,12,4,17,0,0,0,0
2703,0,1,1,0,2,1,0,3,1,0,5,3,16,0,0,3,3
2704,0,2,0,1,2,0,0,3,1,0,3,2,16,0,0,1,2
2705,0,2,0,1,1,0,4,3,1,0,10,3,24,0,1,0,0
2706,0,1,1,1,2,0,0,3,1,0,10,2,16,1,0,0,2
2707,0,2,0,1,1,0,0,3,1,0,17,4,22,1,1,3,2
2708,0,1,0,1,2,1,2,0,1,0,1,1,23,3,3,1,3
2709,0,2,0,1,1,0,1,3,1,0,5,1,16,3,0,1,3
2710,0,2,0,1,1,0,0,3,1,1,10,2,16,2,1,1,2
2711,0,2,0,1,3,1,3,3,1,0,1,1,5,3,1,3,3
2712,0,2,0,1,1,0,0,3,1,1,17,5,26,2,2,0,0
