TARGET,자녀 수,가족 구성원 수,나이,가입연수,월간 수입,성별,차량 소유 여부,부동산 소유 여부,수입 유형,최종 학력,결혼 여부,주거 형태,휴대전화 소유 여부,이메일 소유 여부,직업,산업군,도시구분
0,0,2.0,48,16.0,3540000.0,1,0,1,0,1,0,3,1,0,13,23,3
0,0,2.0,53,24.0,2478000.0,1,0,1,2,0,0,3,1,0,5,20,2
0,0,1.0,26,11.0,3540000.0,0,1,0,1,0,1,3,1,0,10,24,3
1,0,2.0,52,8.0,5310000.0,1,1,1,2,0,0,3,1,0,3,24,2
0,1,3.0,43,13.0,2124000.0,1,0,0,1,0,4,3,1,0,13,23,1
0,0,2.0,42,10.0,4425000.0,1,0,1,2,1,0,3,1,0,10,24,2
0,0,2.0,53,31.0,3540000.0,1,1,1,0,0,0,0,1,0,4,16,1
0,0,2.0,31,16.0,3982500.0,0,0,1,2,1,0,3,1,0,17,22,3
0,1,3.0,23,3.0,1770000.0,1,0,1,1,0,0,3,1,0,10,24,2
0,0,2.0,54,36.0,575250.0,1,0,1,3,0,0,3,1,0,1,5,1
0,0,2.0,23,13.0,2655000.0,1,1,0,0,1,4,3,1,0,17,30,3
1,0,2.0,63,12.0,3540000.0,0,1,0,3,0,4,3,1,0,1,5,2
0,1,3.0,35,17.0,3982500.0,1,1,0,1,1,0,3,1,0,18,24,1
0,1,3.0,40,22.0,3097500.0,1,0,1,0,1,0,3,1,0,1,3,1
0,0,1.0,47,0.0,3097500.0,1,0,1,2,1,3,3,1,0,16,16,2
0,0,2.0,59,25.0,1947000.0,1,0,0,3,0,0,3,1,0,1,5,1
0,1,3.0,31,12.0,1770000.0,1,0,1,1,0,0,3,1,0,1,17,3
0,0,2.0,38,22.0,6195000.0,0,1,1,2,1,4,3,1,0,3,16,1
0,1,2.0,42,13.0,4425000.0,1,0,1,0,0,2,3,1,0,13,23,2
0,0,2.0,60,20.0,3982500.0,1,0,1,2,0,0,3,1,0,10,16,1
0,1,3.0,44,15.0,3097500.0,1,1,1,1,0,0,3,1,0,5,6,2
0,0,2.0,56,7.0,1770000.0,1,1,1,3,0,0,3,1,0,1,5,3
0,1,2.0,64,2.0,4425000.0,0,0,1,1,2,1,3,1,0,5,20,3
0,1,3.0,50,26.0,1150500.0,0,1,1,1,3,0,0,1,0,12,6,3
0,0,2.0,51,0.0,5310000.0,1,0,1,1,0,0,3,1,1,18,16,2
0,0,2.0,28,1.0,1947000.0,1,1,0,2,1,0,3,1,0,12,16,3
1,0,1.0,31,13.0,5310000.0,1,0,0,2,1,1,3,1,0,17,14,3
0,1,3.0,55,10.0,3540000.0,0,0,1,2,1,0,3,1,0,1,16,3
0,0,2.0,35,0.0,4956000.0,0,1,0,1,0,0,3,1,0,10,24,3
0,0,1.0,36,19.0,7080000.0,0,1,0,2,0,1,3,1,0,12,24,1
0,2,4.0,40,2.0,2212500.0,1,0,1,1,0,0,3,1,0,17,21,3
0,0,2.0,29,10.0,5310000.0,0,1,1,1,0,0,3,1,0,5,0,3
0,0,1.0,64,2.0,2389500.0,1,0,1,3,0,3,3,1,0,1,5,3
0,1,2.0,49,15.0,2212500.0,1,0,1,1,0,3,3,1,1,5,17,2
0,1,3.0,47,22.0,4425000.0,0,1,1,1,0,0,0,1,0,5,0,1
0,0,2.0,62,39.0,2655000.0,1,0,0,3,0,0,3,1,0,1,5,1
0,0,1.0,47,19.0,3540000.0,0,1,1,1,0,1,3,1,0,5,16,1
0,0,2.0,53,30.0,2035500.0,1,0,1,1,0,0,3,1,0,10,24,3
0,0,2.0,32,0.0,3097500.0,0,0,0,1,0,4,3,1,0,5,5,3
0,1,3.0,50,9.0,3097500.0,0,1,0,1,0,0,0,1,0,12,23,1
0,0,2.0,66,26.0,1239000.0,0,1,1,3,1,0,3,1,0,1,5,2
0,0,1.0,26,10.0,2655000.0,1,0,0,2,0,1,3,1,0,8,18,1
1,0,1.0,50,3.0,2212500.0,1,0,1,2,0,1,3,1,0,10,16,1
0,0,1.0,27,8.0,1947000.0,1,0,0,1,0,1,1,1,0,17,10,3
0,0,2.0,36,1.0,2655000.0,1,0,0,1,0,4,3,1,0,10,26,1
0,1,2.0,46,23.0,3982500.0,1,0,1,1,1,2,3,1,0,18,17,1
0,0,2.0,49,8.0,2212500.0,1,0,0,1,0,0,3,1,0,10,24,1
0,0,1.0,32,17.0,2212500.0,1,1,1,1,1,1,3,1,1,1,5,3
0,0,2.0,60,8.0,1150500.0,1,0,0,3,0,0,3,1,0,1,5,3
0,3,5.0,40,5.0,3540000.0,0,1,0,1,0,0,3,1,0,1,16,3
1,1,2.0,48,17.0,2212500.0,1,0,1,3,1,1,3,1,0,1,5,3
0,1,3.0,36,9.0,3097500.0,0,0,1,1,0,0,3,1,0,5,0,1
1,0,2.0,65,26.0,3097500.0,1,0,1,3,0,4,3,1,0,1,5,1
0,0,1.0,56,22.0,1327500.0,1,0,1,3,0,3,3,1,0,1,5,1
0,0,2.0,29,10.0,3805500.0,0,1,1,0,0,4,3,1,0,4,4,3
0,0,1.0,64,37.0,4248000.0,1,0,1,3,0,1,3,1,0,1,5,3
0,1,3.0,28,9.0,4425000.0,1,1,1,0,1,0,3,1,0,17,1,3
0,0,1.0,50,10.0,1770000.0,1,0,1,2,1,2,3,1,0,17,30,3
0,0,2.0,64,7.0,1062000.0,1,0,1,3,0,0,3,1,0,1,5,2
0,0,2.0,60,35.0,3097500.0,1,0,1,1,1,0,2,1,0,14,16,3
1,1,3.0,34,11.0,2389500.0,1,1,0,1,0,0,3,1,0,10,16,3
0,0,2.0,48,3.0,3982500.0,1,0,1,2,1,4,3,1,0,17,24,2
0,0,1.0,58,30.0,973500.0,1,0,1,3,0,3,3,1,0,1,5,3
0,0,2.0,54,15.0,2212500.0,0,0,1,1,0,0,3,1,0,12,26,3
0,1,3.0,34,9.0,3540000.0,1,0,0,0,0,0,3,1,0,17,21,3
0,0,2.0,63,23.0,1416000.0,1,0,1,3,3,0,3,1,0,1,5,1
0,1,3.0,33,2.0,1593000.0,1,0,0,1,0,0,3,1,0,5,16,1
0,1,3.0,31,1.0,3097500.0,1,0,1,1,0,0,3,1,1,17,10,1
0,2,4.0,26,4.0,1770000.0,1,0,0,1,0,0,3,1,0,11,8,3
0,1,3.0,29,8.0,8850000.0,0,1,0,1,1,0,3,1,0,7,13,2
0,0,1.0,49,18.0,1770000.0,0,1,1,1,0,1,3,1,0,12,24,1
0,0,1.0,57,7.0,3097500.0,0,1,1,2,1,1,3,1,0,1,5,3
0,4,6.0,49,6.0,2655000.0,1,1,1,1,1,0,3,1,0,6,16,1
0,0,1.0,60,23.0,2212500.0,0,0,1,2,3,1,3,1,0,5,16,2
0,1,3.0,40,14.0,1770000.0,1,0,0,2,0,0,3,1,0,6,17,1
0,0,1.0,51,2.0,3097500.0,1,0,1,1,1,1,3,1,0,1,16,2
0,0,2.0,64,29.0,2212500.0,1,0,1,2,0,0,3,1,0,4,30,3
0,0,1.0,32,14.0,5752500.0,0,1,0,1,0,1,3,1,0,3,24,3
0,0,2.0,53,11.0,2212500.0,0,1,1,1,1,0,3,1,0,7,16,3
0,0,2.0,24,19.0,3540000.0,0,0,0,2,0,0,3,1,0,4,17,2
0,1,3.0,34,5.0,2655000.0,1,0,1,2,0,0,3,1,0,13,23,3
0,0,1.0,57,30.0,2212500.0,1,0,1,3,0,1,3,1,0,1,5,3
1,2,4.0,47,19.0,1150500.0,1,0,1,1,0,0,3,1,0,10,24,2
0,0,2.0,51,14.0,7522500.0,0,0,1,1,1,0,3,1,0,1,16,1
1,0,2.0,30,30.0,2655000.0,1,1,0,2,0,0,3,1,0,5,17,2
0,2,4.0,30,13.0,4159500.0,0,1,1,1,1,0,3,1,0,5,5,3
0,3,5.0,39,20.0,2212500.0,1,0,1,1,0,0,3,1,0,16,24,1
0,1,3.0,28,18.0,3097500.0,1,0,0,1,1,0,3,1,0,1,16,2
0,0,2.0,56,27.0,2212500.0,1,1,1,3,0,0,3,1,0,1,5,3
0,0,2.0,43,15.0,4425000.0,0,1,0,2,0,0,3,1,0,5,6,3
0,0,2.0,60,5.0,3540000.0,1,0,1,3,0,0,3,1,0,1,5,2
0,0,1.0,64,14.0,1593000.0,1,0,1,3,0,1,3,1,0,1,5,3
0,0,2.0,25,10.0,3982500.0,1,0,1,2,2,4,3,1,0,3,24,3
0,1,3.0,39,20.0,3097500.0,0,1,1,1,0,4,3,1,0,5,28,2
0,0,2.0,59,5.0,2832000.0,1,0,1,3,1,0,3,1,0,1,5,2
0,1,3.0,26,12.0,1770000.0,1,0,0,1,1,0,3,1,0,5,16,3
0,0,2.0,40,8.0,3540000.0,1,0,1,2,1,0,3,1,1,3,16,3
0,1,3.0,38,1.0,7965000.0,1,0,0,2,1,0,0,1,0,17,30,3
0,2,4.0,37,23.0,3097500.0,1,1,1,1,1,0,3,1,0,17,14,1
0,2,4.0,47,11.0,7080000.0,0,1,0,2,0,0,3,1,0,17,10,3
0,1,3.0,36,17.0,1770000.0,1,0,0,1,0,4,3,1,0,6,24,2
0,0,1.0,46,15.0,885000.0,0,0,1,1,0,2,3,1,0,5,16,1
0,0,2.0,34,14.0,2655000.0,0,0,0,1,0,0,3,1,0,1,6,2
0,0,1.0,50,18.0,1504500.0,1,0,0,3,0,2,3,1,0,1,5,3
0,0,2.0,58,9.0,2655000.0,1,1,1,3,0,0,3,1,0,1,5,2
0,0,1.0,58,26.0,2655000.0,1,0,1,3,0,3,3,1,0,1,5,2
0,0,1.0,34,18.0,6195000.0,1,0,1,2,1,1,3,1,0,18,16,3
1,1,3.0,23,16.0,3628500.0,0,1,0,1,2,0,1,1,0,5,0,2
0,1,2.0,39,22.0,2212500.0,1,0,1,1,0,2,3,1,0,10,24,3
0,0,1.0,65,36.0,1770000.0,1,1,0,3,0,3,3,1,0,1,5,3
0,0,2.0,54,16.0,7522500.0,1,1,0,2,2,0,3,1,0,1,16,2
1,0,2.0,43,7.0,3717000.0,0,0,1,1,0,0,3,1,1,12,16,2
0,0,2.0,50,6.0,2655000.0,1,0,1,2,1,0,3,1,0,3,16,3
0,0,1.0,64,36.0,2212500.0,1,1,1,3,0,1,3,1,0,1,5,2
0,2,3.0,42,7.0,1593000.0,1,0,1,1,0,1,3,1,0,16,24,1
0,0,2.0,62,11.0,3982500.0,1,0,1,3,0,0,3,1,0,1,5,3
0,0,1.0,25,10.0,2212500.0,0,0,0,1,0,1,3,1,1,5,16,2
0,2,4.0,34,10.0,2655000.0,0,1,1,1,0,0,3,1,0,12,24,3
0,2,4.0,35,1.0,1770000.0,1,0,0,2,0,0,3,1,0,10,24,2
0,1,3.0,29,1.0,1770000.0,1,0,1,2,0,0,3,1,0,10,24,1
0,1,3.0,25,1.0,1770000.0,0,1,1,1,2,0,3,1,0,5,24,1
0,0,2.0,60,12.0,885000.0,1,0,1,3,0,0,3,1,0,1,5,3
0,0,2.0,44,24.0,7080000.0,0,0,0,2,0,0,3,1,0,3,16,3
0,0,1.0,58,25.0,3097500.0,0,1,0,1,1,1,3,1,0,17,24,2
0,0,2.0,59,14.0,2389500.0,1,0,1,1,0,0,3,1,0,1,5,3
0,0,2.0,66,24.0,2655000.0,1,0,1,3,0,0,3,1,0,1,5,1
0,0,2.0,48,17.0,5310000.0,0,1,1,0,0,0,3,1,0,12,20,3
0,0,1.0,27,5.0,4425000.0,0,0,0,1,1,1,3,1,0,1,16,1
0,1,3.0,38,7.0,1770000.0,1,0,0,1,1,0,3,1,0,17,30,1
0,1,3.0,47,25.0,2301000.0,1,0,1,2,0,0,3,1,0,10,10,1
0,0,1.0,63,36.0,3540000.0,1,0,0,1,0,3,3,1,0,6,0,3
0,0,1.0,61,26.0,1770000.0,1,1,0,3,0,1,3,1,0,1,5,3
0,0,2.0,61,0.0,1327500.0,0,1,1,3,1,0,3,1,0,1,5,2
0,0,2.0,54,16.0,1593000.0,0,0,1,1,0,0,3,1,0,12,24,3
0,0,2.0,26,7.0,3982500.0,1,0,0,2,1,0,3,1,0,1,0,3
0,2,4.0,53,8.0,8850000.0,0,0,0,1,1,0,3,1,0,3,16,3
0,0,2.0,58,0.0,1327500.0,1,0,1,3,0,0,3,1,0,1,5,2
0,0,1.0,23,7.0,2212500.0,0,1,0,1,0,1,3,1,0,12,10,3
0,1,3.0,28,16.0,3097500.0,1,1,1,2,1,0,3,1,0,10,24,3
0,0,2.0,47,12.0,4425000.0,0,0,0,1,0,0,3,1,0,5,16,2
0,1,3.0,61,1.0,1770000.0,1,0,1,3,0,4,3,1,0,1,5,1
0,0,2.0,35,9.0,3982500.0,0,1,0,1,0,0,3,1,0,7,13,3
0,1,3.0,22,11.0,1486800.0,1,0,1,1,2,0,3,1,0,18,16,2
0,1,3.0,27,11.0,885000.0,1,0,1,1,1,0,3,1,0,17,26,0
0,0,2.0,51,9.0,2655000.0,1,0,1,2,0,0,3,1,0,3,16,2
0,0,2.0,49,28.0,2655000.0,1,0,1,1,0,0,3,1,0,17,21,2
0,0,1.0,46,1.0,2212500.0,1,1,0,1,0,1,3,1,0,5,17,3
0,1,3.0,31,9.0,3540000.0,1,0,1,2,1,0,0,1,0,18,16,3
0,1,2.0,45,22.0,2212500.0,1,0,0,1,0,1,0,1,0,10,16,1
0,1,3.0,41,20.0,4425000.0,1,0,1,0,1,0,3,1,0,3,26,1
0,0,2.0,52,16.0,4425000.0,1,0,0,1,1,0,3,1,0,13,23,2
0,0,2.0,54,12.0,1770000.0,1,0,1,1,2,0,3,1,0,1,17,1
0,0,1.0,38,21.0,6195000.0,0,0,1,1,2,1,3,1,0,3,16,1
0,0,1.0,23,23.0,2566500.0,1,0,1,1,0,1,3,1,0,17,10,1
0,0,2.0,29,8.0,1681500.0,0,1,1,1,2,0,3,1,0,5,17,3
0,0,2.0,41,1.0,6195000.0,1,1,1,1,0,0,3,1,1,1,16,3
0,2,4.0,35,4.0,1416000.0,1,0,1,1,0,4,3,1,0,17,31,2
0,0,1.0,28,11.0,3717000.0,1,0,1,2,0,1,3,1,0,1,17,1
0,0,2.0,62,0.0,3097500.0,1,1,1,3,0,0,3,1,0,1,5,3
0,0,2.0,53,1.0,2212500.0,0,1,1,1,0,0,3,1,0,5,20,3
0,0,2.0,32,5.0,1770000.0,1,0,1,1,0,0,3,1,1,5,24,2
0,1,3.0,49,13.0,3717000.0,1,0,1,2,1,0,3,1,0,1,5,1
0,1,3.0,30,10.0,5310000.0,0,1,0,0,0,0,3,1,0,1,4,1
0,0,2.0,54,21.0,1770000.0,1,1,1,1,0,0,0,1,0,10,24,1
0,0,2.0,51,20.0,1770000.0,1,0,1,3,0,0,3,1,0,1,5,2
1,0,1.0,41,0.0,3097500.0,1,1,1,1,0,2,3,1,0,1,24,1
0,0,1.0,56,15.0,1327500.0,1,0,1,3,0,3,3,1,0,1,5,3
0,0,1.0,62,9.0,2655000.0,1,0,1,1,0,1,3,1,0,5,23,2
0,1,2.0,36,0.0,5310000.0,1,1,1,2,1,1,3,1,1,1,16,3
1,0,1.0,52,21.0,2655000.0,0,0,1,1,0,1,3,1,0,5,16,3
0,0,2.0,56,2.0,2655000.0,1,0,1,2,0,0,3,1,0,5,24,3
0,0,2.0,54,1.0,2212500.0,1,0,1,1,0,0,3,1,0,1,16,3
0,2,4.0,33,11.0,3009000.0,0,1,0,1,0,0,3,1,1,5,1,2
0,0,2.0,64,24.0,3097500.0,1,0,0,3,0,0,3,1,0,1,5,2
0,0,1.0,49,40.0,3097500.0,1,0,0,1,0,3,0,1,1,6,16,1
0,0,2.0,59,8.0,1947000.0,1,1,1,3,0,0,3,1,0,1,5,3
0,0,1.0,53,4.0,3540000.0,1,0,1,2,0,1,3,1,0,5,16,2
0,0,2.0,33,2.0,2832000.0,0,1,1,1,1,0,3,1,0,5,0,3
0,0,2.0,61,20.0,3540000.0,1,0,1,3,0,0,3,1,0,1,5,3
0,1,3.0,43,24.0,4425000.0,0,1,1,1,0,0,3,1,0,3,10,1
1,1,3.0,26,8.0,4425000.0,1,0,0,2,1,0,3,1,1,17,12,1
0,0,2.0,59,36.0,2832000.0,1,0,1,3,0,0,3,1,0,1,5,3
0,0,1.0,58,3.0,3540000.0,1,0,1,3,0,3,3,1,0,1,5,3
0,0,2.0,42,10.0,3982500.0,0,1,0,2,0,0,3,1,1,4,4,3
0,0,2.0,31,1.0,5310000.0,0,0,0,1,1,0,3,1,0,3,16,2
1,0,1.0,33,16.0,5310000.0,1,1,0,2,0,1,3,1,0,3,16,2
0,0,1.0,55,4.0,1770000.0,1,0,1,3,0,3,3,1,0,1,5,2
0,1,3.0,31,13.0,3982500.0,1,0,1,1,0,0,3,1,1,5,16,3
0,0,2.0,51,24.0,4867500.0,1,1,1,3,3,0,3,1,0,1,5,1
0,0,2.0,56,27.0,2832000.0,1,0,0,1,0,0,3,1,1,6,22,1
0,0,1.0,25,24.0,1504500.0,1,0,1,2,1,1,3,1,0,11,16,1
0,1,3.0,38,16.0,1770000.0,1,1,1,1,0,0,3,1,0,1,5,1
0,0,2.0,50,9.0,4425000.0,0,0,1,1,0,0,3,1,0,5,24,1
0,0,2.0,38,8.0,2655000.0,0,1,0,0,0,0,3,1,0,12,28,1
1,0,2.0,35,4.0,2655000.0,1,0,0,1,0,0,3,1,0,1,16,3
1,0,2.0,33,2.0,3982500.0,0,1,1,1,1,0,3,1,0,15,17,1
0,0,1.0,45,25.0,3982500.0,1,0,1,1,0,1,3,1,0,4,16,3
0,0,1.0,60,1.0,5310000.0,1,1,1,0,1,1,3,1,0,18,0,3
0,0,2.0,51,4.0,2655000.0,0,1,1,0,1,0,3,1,1,17,7,2
0,0,2.0,30,8.0,2212500.0,1,1,1,1,0,0,3,1,0,4,24,3
0,0,2.0,55,11.0,4425000.0,0,1,1,2,0,0,3,1,0,1,24,3
0,1,3.0,32,5.0,2478000.0,1,0,1,1,0,0,3,1,0,10,16,2
0,0,2.0,46,14.0,1327500.0,1,0,0,0,0,0,3,1,0,1,5,2
0,0,2.0,43,26.0,4425000.0,1,0,0,2,1,0,3,1,0,14,16,3
0,0,2.0,59,23.0,7257000.0,1,1,1,3,1,0,3,1,0,1,5,1
0,0,2.0,55,34.0,5487000.0,1,0,0,2,0,0,3,1,0,10,16,3
0,0,2.0,41,6.0,3097500.0,0,1,0,1,0,0,3,1,0,5,24,3
1,0,2.0,54,12.0,3540000.0,0,1,1,1,0,0,3,1,0,5,20,2
0,1,3.0,30,1.0,3097500.0,1,0,1,1,0,0,3,1,0,10,16,1
0,0,1.0,50,24.0,3097500.0,0,0,1,2,0,2,3,1,0,5,16,3
0,0,1.0,45,4.0,3717000.0,1,0,0,1,1,1,3,1,0,2,24,3
0,0,2.0,64,22.0,2124000.0,0,1,1,1,0,0,3,1,0,12,24,3
0,2,4.0,37,21.0,4867500.0,1,1,0,2,1,4,3,1,0,18,5,1
0,2,4.0,45,25.0,3540000.0,0,1,0,2,0,0,3,1,0,12,17,2
0,0,2.0,54,7.0,4425000.0,0,1,1,2,0,0,3,1,0,12,24,3
0,0,2.0,58,13.0,3451500.0,1,1,0,2,0,0,3,1,0,6,28,2
0,0,2.0,30,11.0,3097500.0,1,0,1,1,0,0,3,1,0,17,24,1
0,0,2.0,61,18.0,2212500.0,0,1,1,3,0,0,3,1,0,1,5,2
0,0,2.0,48,11.0,1770000.0,1,0,1,0,0,0,3,1,0,17,23,3
0,0,2.0,53,8.0,6637500.0,1,1,0,1,1,0,3,1,0,3,5,3
0,1,3.0,29,0.0,5752500.0,0,1,1,1,0,0,3,1,0,7,5,3
1,0,1.0,31,14.0,5310000.0,0,0,1,0,0,1,3,1,0,3,3,3
0,0,1.0,57,17.0,2832000.0,1,0,1,3,0,2,3,1,0,1,5,3
0,1,3.0,35,24.0,2655000.0,0,1,1,1,0,0,3,1,1,1,17,3
0,0,1.0,22,2.0,7876500.0,0,0,0,0,1,1,1,1,0,17,4,1
0,0,1.0,42,18.0,4425000.0,1,0,0,1,0,2,0,1,0,1,26,2
0,0,2.0,29,1.0,2035500.0,1,1,1,1,1,0,3,1,0,17,21,3
0,0,2.0,28,2.0,4425000.0,0,1,1,2,1,0,3,1,0,10,16,1
0,1,3.0,38,22.0,4425000.0,1,0,1,2,0,4,0,1,0,17,5,3
1,0,2.0,34,0.0,3982500.0,0,1,1,1,0,0,3,1,0,12,24,3
0,1,3.0,41,2.0,2655000.0,0,1,1,1,0,0,3,1,0,12,24,1
0,0,1.0,41,25.0,3097500.0,1,0,1,0,0,1,3,1,0,15,5,1
0,0,2.0,43,24.0,3363000.0,1,1,1,1,1,0,3,1,0,3,16,3
0,1,2.0,42,3.0,4425000.0,1,0,0,1,0,2,3,1,0,3,19,1
0,1,3.0,33,7.0,4425000.0,0,0,1,3,0,0,3,1,0,1,5,3
0,0,2.0,48,9.0,6195000.0,0,1,0,1,0,0,3,1,0,5,5,1
1,0,2.0,52,11.0,2655000.0,0,0,1,1,0,0,3,1,0,12,16,3
0,0,2.0,54,11.0,3097500.0,1,0,1,1,0,0,3,1,0,6,30,1
0,0,2.0,66,8.0,2389500.0,0,1,1,3,0,4,3,1,0,1,5,3
0,1,3.0,39,23.0,1947000.0,1,0,0,1,0,0,3,1,0,16,23,2
0,0,2.0,47,25.0,3097500.0,1,0,1,2,0,4,3,1,0,10,24,3
1,0,2.0,46,1.0,4425000.0,0,1,0,1,0,0,3,1,0,12,24,3
1,0,1.0,30,30.0,3540000.0,0,0,1,1,0,1,3,1,0,10,24,2
0,0,2.0,47,13.0,1770000.0,1,1,1,1,0,0,3,1,0,5,17,3
0,2,4.0,37,2.0,2893950.0,1,0,1,0,0,0,3,1,0,3,26,0
0,2,4.0,42,20.0,5310000.0,0,1,1,0,1,0,3,1,0,3,1,3
0,1,3.0,35,0.0,1681500.0,1,0,1,2,1,0,3,1,0,5,16,2
0,0,1.0,62,27.0,2212500.0,1,0,0,3,0,3,0,1,0,1,5,3
0,0,2.0,58,30.0,1770000.0,1,0,1,2,0,4,3,1,0,6,5,2
0,0,2.0,48,1.0,4867500.0,1,0,1,2,1,0,3,1,0,10,24,1
0,2,3.0,33,6.0,1593000.0,1,0,1,1,0,3,3,1,0,10,24,1
0,0,1.0,52,21.0,3097500.0,1,1,1,2,1,1,3,1,1,1,16,3
0,0,2.0,46,10.0,2655000.0,0,1,0,1,0,0,1,1,0,12,24,2
0,3,5.0,34,5.0,2212500.0,1,1,1,1,0,0,3,1,0,16,16,3
0,0,2.0,46,25.0,2655000.0,1,0,1,2,0,0,3,1,0,5,0,2
0,0,2.0,63,27.0,2655000.0,1,1,1,1,0,0,3,1,0,3,30,3
1,1,3.0,35,18.0,3097500.0,1,1,0,1,0,0,3,1,0,17,26,2
0,0,2.0,57,26.0,3540000.0,1,1,0,2,1,0,3,1,1,18,7,1
0,0,2.0,59,31.0,1327500.0,1,0,1,3,0,0,3,1,0,1,5,1
0,0,2.0,54,29.0,2212500.0,1,0,1,3,0,0,3,1,0,1,5,3
0,0,1.0,53,9.0,1327500.0,1,0,1,0,0,3,3,1,0,3,1,2
0,0,2.0,52,15.0,5221500.0,1,0,0,1,1,0,3,1,0,3,22,3
0,0,1.0,46,9.0,3717000.0,1,0,1,2,0,3,3,1,0,1,16,3
0,1,3.0,43,27.0,2212500.0,1,0,0,1,0,0,3,1,0,5,16,3
0,0,2.0,29,12.0,4159500.0,0,0,1,2,1,0,3,1,0,17,10,3
1,2,4.0,28,2.0,4956000.0,0,1,1,2,2,0,3,1,0,5,16,3
0,0,2.0,60,27.0,3097500.0,0,1,1,1,0,0,3,1,0,17,6,1
0,0,2.0,36,1.0,6195000.0,0,1,1,2,1,0,3,1,0,3,16,3
0,0,2.0,45,20.0,3097500.0,0,0,1,1,0,0,3,1,0,4,17,3
0,0,2.0,53,1.0,2655000.0,1,0,0,1,0,0,3,1,0,5,17,1
0,0,2.0,38,9.0,3982500.0,1,0,1,1,0,0,2,1,0,17,17,2
0,3,5.0,37,12.0,1593000.0,1,0,1,1,0,0,3,1,0,13,31,3
0,0,2.0,58,24.0,3097500.0,1,0,1,2,1,0,3,1,0,1,16,2
0,0,1.0,62,32.0,885000.0,1,0,1,3,0,1,3,1,0,1,5,3
0,0,2.0,55,17.0,3982500.0,0,0,1,1,0,0,3,1,0,5,16,2
0,2,4.0,31,0.0,1770000.0,1,0,1,1,0,0,3,1,0,10,16,3
0,0,2.0,53,8.0,2522250.0,1,0,1,3,0,0,3,1,0,1,5,1
0,0,2.0,36,7.0,4248000.0,0,0,1,1,0,0,3,1,0,13,23,2
0,0,2.0,53,4.0,1504500.0,1,0,1,1,0,0,3,1,0,10,26,3
0,0,1.0,25,1.0,2655000.0,0,0,1,0,1,1,3,1,0,17,1,1
0,2,4.0,35,18.0,3097500.0,1,1,0,1,0,0,3,1,0,10,16,3
1,0,2.0,66,18.0,3097500.0,1,0,1,3,1,0,3,1,0,1,5,2
0,0,1.0,28,14.0,3982500.0,1,0,1,2,0,1,3,1,0,17,9,3
1,2,4.0,36,9.0,2655000.0,1,0,1,1,0,0,0,1,0,13,23,1
0,0,2.0,60,32.0,2566500.0,1,0,1,3,0,0,0,1,0,1,5,3
0,0,2.0,58,25.0,3097500.0,1,0,0,3,0,0,3,1,0,1,5,3
0,0,2.0,52,14.0,2478000.0,0,1,1,3,0,0,3,1,0,1,5,1
1,1,3.0,42,10.0,3274500.0,0,0,1,3,0,0,3,1,0,1,5,1
0,0,2.0,32,14.0,3717000.0,1,0,1,1,1,0,3,1,1,17,22,3
0,0,2.0,42,12.0,1062000.0,1,0,1,1,0,0,3,1,0,17,21,3
0,0,2.0,54,23.0,1327500.0,1,0,0,2,0,0,3,1,0,4,24,3
0,0,2.0,50,27.0,3097500.0,1,1,1,1,0,0,3,1,0,9,23,2
0,2,4.0,37,17.0,1770000.0,1,1,1,1,0,0,3,1,0,18,16,1
0,0,2.0,64,8.0,2655000.0,1,1,1,3,3,0,3,1,0,1,5,3
0,0,2.0,45,24.0,3540000.0,0,0,1,1,1,0,3,1,0,4,10,1
0,0,2.0,63,35.0,7080000.0,1,0,1,3,0,0,3,1,0,1,5,1
1,0,2.0,42,24.0,1062000.0,1,0,0,1,0,4,3,1,0,1,16,3
0,0,2.0,50,34.0,1770000.0,1,0,1,1,0,0,3,1,0,16,16,3
0,0,1.0,51,29.0,2212500.0,1,0,1,1,0,3,3,1,0,5,17,1
0,1,3.0,50,5.0,4425000.0,0,0,1,2,0,0,3,1,0,7,13,3
0,0,2.0,38,4.0,4425000.0,0,1,1,1,1,0,3,1,0,3,16,2
0,0,2.0,49,14.0,3717000.0,0,1,1,2,0,0,3,1,0,12,16,1
0,0,2.0,23,10.0,2595970.5,0,0,1,2,0,4,3,1,0,15,10,3
0,0,2.0,68,43.0,1770000.0,1,0,1,3,0,0,3,1,0,1,5,3
0,2,4.0,35,10.0,1327500.0,1,1,1,1,0,0,3,1,0,18,28,3
0,1,3.0,39,20.0,2301000.0,1,0,1,1,3,0,3,1,0,5,28,2
0,4,6.0,41,25.0,885000.0,0,0,0,1,0,0,3,1,0,7,16,3
0,0,1.0,62,23.0,1327500.0,1,1,1,3,0,3,3,1,0,1,5,3
0,0,2.0,30,3.0,4425000.0,1,0,0,1,2,0,3,1,0,4,16,3
0,0,1.0,60,40.0,2655000.0,1,0,1,3,1,3,3,1,0,1,5,3
1,1,2.0,34,17.0,3097500.0,0,0,1,1,0,2,3,1,0,5,0,3
0,1,3.0,33,7.0,3805500.0,1,0,1,1,0,4,3,1,0,10,24,2
0,0,1.0,56,2.0,5752500.0,1,0,1,2,1,1,3,1,0,2,24,3
0,2,4.0,28,10.0,3363000.0,1,0,0,2,0,0,3,1,0,1,16,3
0,0,2.0,37,8.0,2212500.0,1,0,1,1,0,0,3,1,1,10,24,2
